Time,Acc_1,Acc_2,Acc_3,Gyro_1,Gyro_2,Gyro_3,Acc_global_1,Acc_global_2,Acc_global_3,Pitch,Roll,Yaw,Movement,Swing,SwingFind,StrideLength,Label1,Label2
44.06,-3.67875,4.38507,10.89499,-97,-9.2,-7.6,-3.6824027188227,-5.39674371384103,10.4296651466379,52.9221063545167,6.74956760357746,-12.0930121161276,1,1,1,0.00179843734936343,1,3
44.065,-3.566916,3.64932,10.20632,-112.3,-14.7,-7.7,-3.64853563157703,-5.19568300945236,9.48169077571384,52.3288534639465,6.74482716367594,-12.1779556891359,1,1,1,0.00204235781515184,1,3
44.07,-3.527676,3.317742,9.878671,-123.2,-19,-7.7,-3.63512960796857,-5.03512216717184,9.08148821288152,51.6788799974812,6.72637336769402,-12.2798254557215,1,1,1,0.00230279083480157,1,3
44.075,-3.45312,2.801736,8.970264,-136.2,-24.9,-7.2,-3.57694935942852,-4.54042115596393,8.17492553998656,50.9613092668195,6.68751190210491,-12.4029665206309,1,1,1,0.00257907679182966,1,3
44.08,-3.378564,2.358324,8.099136,-143.7,-28.4,-5.8,-3.5102498028441,-4.0481596074685,7.33913760953298,50.2053270330429,6.63187916838574,-12.5345636951243,1,1,1,0.00287008735660111,1,3
44.085,-3.304008,1.879596,7.408512,-147.8,-30.3,-4.8,-3.47168655173074,-3.73443675670684,6.58306726671639,49.4280349280364,6.56588273077251,-12.6693229927458,1,1,1,0.00317458010468621,1,0
44.09,-3.341286,1.141884,6.609978,-150.3,-31.9,-4,-3.59353329523411,-3.49683023926499,5.56943418109167,48.6362952159575,6.4925383358707,-12.8065790423486,1,1,1,0.00349167703234188,1,0
44.095,-3.527676,-0.109872,5.156136,-150.6,-33.2,-4.4,-3.92100747166778,-3.09583407728528,3.75284159549809,47.8383116177481,6.4218266616463,-12.9492324728002,1,1,1,0.00382077477692305,1,0
44.1,-3.527676,-2.064024,3.123504,-147.6,-33.3,-5.8,-4.1847663089667,-2.81762269256029,1.00484007347844,47.0479697966588,6.36434459795917,-13.0964333011936,1,1,1,0.00416134647602942,1,0
44.105,-3.190212,-4.09077,1.45188,-137.4,-30.3,-9.9,-4.18460437147125,-2.99694645204799,-1.58971870155638,46.2939449223883,6.34077453437796,-13.2471343755632,1,1,1,0.00451322678821539,1,0
44.11,-2.964582,-5.860494,0.217782,-120.8,-24.1,-16.1,-4.28718661745936,-3.35296157113862,-3.682288007181,45.6127930344768,6.3635630455763,-13.3973737983593,1,1,1,0.00487697124252599,1,0
44.115,-3.304008,-7.74009,-0.616068,-98.2,-16.4,-23,-5.01519144742364,-3.96900896262683,-5.50452763214569,45.0411889335892,6.43846370525442,-13.5446566900081,1,1,1,0.00525403859814325,1,0
44.12,-4.204566,-7.039656,0.6886621,-67.2,-7.9,-31.3,-5.85375046258032,-4.22810224854656,-3.94539532016054,44.632326818819,6.56927087448908,-13.6908442049513,1,1,1,0.00564657500553492,1,1
44.125,-4.016214,8.405209,8.607294,-30.3,1.8,-42.4,-2.51073059057603,0.587162816734041,12.4183128869466,44.4638688516426,6.73177614481278,-13.8366046264737,1,1,1,0.00605194757730663,1,1
44.13,-7.096554,54.48474,50.37828,24.2,30.8,-68.7,2.87092772265041,2.85328935889227,74.4347740047686,44.5684229043746,7.08233028645031,-13.9745509027202,1,0,0,0.040622981744214,1,1
44.135,-3.378564,42.94622,23.60875,-89.6,-72.4,-23.9,5.77474002256449,13.4163948684284,46.9022207359012,44.0798321945584,6.90670375149436,-14.3153995212885,1,0,0,1.14603179445162e-05,1,1
44.14,-2.026746,-25.47265,-11.98586,-497.4,-199,27.7,-7.45714905829731,-9.53039606029191,-25.4987630320948,41.5196325303347,6.08592428356188,-14.894354501373,1,0,0,8.60323164675619e-06,1,1
44.145,-3.0411,-30.89169,-40.93517,-496.5,-92.2,-45.7,-7.52666901171707,3.87812770968425,-50.6709218609625,38.9895282184395,5.89079171272762,-15.3689830674152,1,0,0,6.46013327248527e-06,1,1
44.15,3.867102,23.96191,8.897671,124.3,-44.8,-47.1,9.3426256784968,10.6699055293441,21.6139912875228,39.5792927440896,5.86574415381839,-15.6946376838395,1,0,0,1.11022823683383e-05,1,1
44.155,8.934948,51.38871,24.26209,125.7,-95,-32.2,19.9510643434713,18.8202967293731,50.5671166368936,40.1661385605932,5.60362180130443,-16.1247330816872,1,0,0,2.10136790347396e-05,1,1
44.16,13.89292,18.09945,-4.540068,-224.2,-98.6,-20.1,18.7685787507356,12.0841146332328,6.55211104003744,39.0108334887231,5.2851343271355,-16.5178369489785,1,0,0,1.71331296532499e-05,1,1
44.165,7.659648,0.516006,-26.25941,-236.8,-45.6,-14.2,10.2988109505454,14.1435300622457,-21.0330248325655,37.8160088180458,5.14807457131044,-16.7152957117811,1,0,0,1.36034830926909e-05,1,1
44.17,8.522928,31.85111,-17.94249,12.2,-15.7,-4.6,19.0259324250004,32.0280952161784,4.61318431329328,37.875437190284,5.09911360701928,-16.7814960482839,1,0,0,2.84339503898097e-05,1,1
44.175,5.44455,48.73412,4.612662,167.9,-10,-9.3,18.2689508149219,31.1862655310193,33.460372172922,38.7114171030229,5.08808819744287,-16.8490213581742,1,0,0,2.76024027016618e-05,1,1
44.18,-0.8260021,25.5472,-3.05091,20,-3.9,15.1,6.6624070017575,20.7780630687922,13.6577519083315,38.8197958295725,5.02554011167055,-16.8018056887,1,0,0,1.68734322902375e-05,1,1
44.185,-0.223668,-2.58003,2.215098,-97.9,-6.3,-1.4,-1.18534678601467,-3.19116622338485,0.157011007324164,38.321697681604,5.00567318881916,-16.8275736726703,1,0,0,2.04582416386043e-06,1,1
44.19,3.941658,-5.234616,12.34883,-14.6,-1.8,-13.8,0.885298582204156,-12.5532242029788,6.08804429643988,38.23904974959,5.03968240560469,-16.8879287569192,1,0,0,8.96565301395464e-06,1,1
44.195,1.612764,5.344488,15.5822,38.3,-3.2,-13.5,1.24630594161291,-6.12633014722724,15.3259360878517,38.4235580309958,5.06822386005582,-16.9511730815542,1,0,0,4.24903171806246e-06,1,1
